Destination_Name,Country,City,Destination_Type,Starting_Point,Distance_km,Travel_Mode,Flight_Transport_Cost_USD,Travel_Duration_Hours,Accommodation_Options,Accommodation_Cost_Per_Night_USD,Recommended_Stay_Days,Top_Attractions,Activity_Cost_USD,Activity_Duration_Hours,Food_Options,Food_Cost_Per_Day_USD,Visa_Required,Visa_Cost_USD,Miscellaneous_Cost_USD,Best_Season,Peak_Season_Cost_Multiplier,Local_Currency,Exchange_Rate_to_USD
Jamnagar,India,Jamnagar,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Jamnagar Ambani Park,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Ujjain,India,Ujjain,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Cvantawang Falls,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Loni,India,Loni,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Tuirihiau Falls,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Siliguri,India,Siliguri,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Silliguei Mountains,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Jhansi,India,Jhansi,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Jhansi Historical Site,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Jammu,India,Jammu,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Scenic Areas,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Mangalore,India,Mangalore,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Nicobar,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Erode,India,Erode,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Imphal war cemetry,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Belgaum,India,Belgaum,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,INA memorial,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Ambattur,India,Ambattur,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Thoubal Lake,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Tirunelveli,India,Tirunelveli,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Fort Sumter Monument,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Malegaon,India,Malegaon,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Heritage Sites,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Gaya,India,Gaya,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Village,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Jalgaon,India,Jalgaon,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Andro Sites,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Udaipur,India,Udaipur,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Udaipur City,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Kurnool,India,Kurnool,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Kurnool Hills View,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Bokaro,India,Bokaro,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Dam,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
South Dumdum,India,South Dumdum,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Matheran,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Bellary,India,Bellary,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Orchha,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Patiala,India,Patiala,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Patiala Punjab,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Gopalpur,India,Gopalpur,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Sanchi Stupa,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Agartala,India,Agartala,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Agartala Big Bazaar,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Bhagalpur,India,Bhagalpur,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,BhagalPur Forest,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Latur,India,Latur,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Latur strrets,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Dhule,India,Dhule,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Dhule Hills,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Tirupati,India,Tirupati,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Parasnath Hill,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Aizawl,India,Aizawl,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Hundru Falls,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Imphal,India,Imphal,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Dzukou Valley,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
North Dumdum,India,North Dumdum,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Japfu Peak,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
New Delhi,India,New Delhi,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Mokokchung,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Gandhinagar,India,Gandhinagar,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Hornbill Festival,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Amaravati,India,Amaravati,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Chillika Lake,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Buxar,India,Buxar,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Dhauri Giri Hills,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Jehanabad,India,Jehanabad,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Lingaraj Temple,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Aurangabad,India,Aurangabad,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Wagah Border,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Kavali,India,Kavali,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Kavali Sahib,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Siwan,India,Siwan,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Siwan Wetland,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Unnao,India,Unnao,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Unnao City Palace,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Shivpuri,India,Shivpuri,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Mount ABU,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Vallore,India,Vallore,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Vallore Fort,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Baharampur,India,Baharampur,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Tsomgo Lake,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Bhind,India,Bhind,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Rumtek Monastery,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Ambala,India,Ambala,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Ambala Skywalk,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Anand,India,Anand,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Anand Char Dham,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Morvi,India,Morvi,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Lachen,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Gangtok,India,Gangtok,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Ravangla,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Mysuru,India,Mysuru,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Mysuru Local Market,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Karnatak,India,Karnatak,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Karnatak traditional dress shops,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Maharasta,India,Maharasta,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Zuluk Loop,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Gujarat,India,Gujarat,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Gujrat Riversides,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Sikkim,India,Sikkim,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Sikkim Hills,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Andhra Pradesh,India,Andhra Pradesh,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Andhra Pradesh Stadium,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Uttar Pradesh,India,Uttar Pradesh,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Heritage Sites,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Navi Mumbai,India,Navi Mumbai,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Navi Cave,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Prayagraj,India,Prayagraj,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Payargraj Gardens,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Guntur,India,Guntur,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Guntue Valley,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Gorakpur,India,Gorakpur,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Gorakpur Temple,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Kolhapur,India,Kolhapur,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Kplhapur Monastery,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Satara,India,Satara,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Satara Hills,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Bijapur,India,Bijapur,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Nubra Valley,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Rampur,India,Rampur,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Tso Morirrri Hills,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Chandrapur,India,Chandrapur,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Sri Ashram,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Junagadh,India,Junagadh,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Lonar Craster Lake,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Thrissur,India,Thrissur,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Mawsynram,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Kulti,India,Kulti,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Stepwall,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Guwahati,India,Guwahati,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Guwahati City,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Malda,India,Malda,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Malda Fort,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Jalpaiguri,India,Jalpaiguri,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Jalpaiburi Temples,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Jowai,India,Jowai,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Jowai island,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Arunachal Pradesh,India,Arunachal Pradesh,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Floating Markets,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Assam,India,Assam,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,"Temples of Bagan,Hsinbyume Pagoda",5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Bihar,India,Bihar,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Historical markets,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Chiang Mai,Thailand,Chiang mai,Beach,Dhaka,3100,Flight,350,3,Budget Hotel,70,5,The Grand Palace,25,2,Street Food,20,TRUE,50,40,November-February,1.3,THB,0.03
Ko samui,Thailand,Ko samui,Beach,Dhaka,3100,Flight,350,3,Budget Hotel,70,5,Wat Arun,25,2,Street Food,20,TRUE,50,40,November-February,1.3,THB,0.03
Phi Phi Island,Thailand,Phi island,Beach,Dhaka,3100,Flight,350,3,Budget Hotel,70,5,Island,25,2,Street Food,20,TRUE,50,40,November-February,1.3,THB,0.03
Pattaya City,Thailand,Pattaya city,Beach,Dhaka,3100,Flight,350,3,Budget Hotel,70,5,Beach Sites,25,2,Street Food,20,TRUE,50,40,November-February,1.3,THB,0.03
Ko Tao,Thailand,Ko tao,Beach,Dhaka,3100,Flight,350,3,Budget Hotel,70,5,MBK center,25,2,Street Food,20,TRUE,50,40,November-February,1.3,THB,0.03
Mueang Chiang Rai,Thailand,Mueang rai,Beach,Dhaka,3100,Flight,350,3,Budget Hotel,70,5,Lumphini Park,25,2,Street Food,20,TRUE,50,40,November-February,1.3,THB,0.03
Hua Hin District,Thailand,Hua district,Beach,Dhaka,3100,Flight,350,3,Budget Hotel,70,5,Wat Saket,25,2,Street Food,20,TRUE,50,40,November-February,1.3,THB,0.03
Lamai Beach,Thailand,Lamai beach,Beach,Dhaka,3100,Flight,350,3,Budget Hotel,70,5,Dusit Zoo,25,2,Street Food,20,TRUE,50,40,November-February,1.3,THB,0.03
wat Plai Laem,Thailand,wat laem,Beach,Dhaka,3100,Flight,350,3,Budget Hotel,70,5,Culture Center,25,2,Street Food,20,TRUE,50,40,November-February,1.3,THB,0.03
Siam,Thailand,Siam siam,Beach,Dhaka,3100,Flight,350,3,Budget Hotel,70,5,Suan Pakkad Palace,25,2,Street Food,20,TRUE,50,40,November-February,1.3,THB,0.03
Bamboo Island,Thailand,Bamboo island,Beach,Dhaka,3100,Flight,350,3,Budget Hotel,70,5,Benjakitti Park,25,2,Street Food,20,TRUE,50,40,November-February,1.3,THB,0.03
Ton Sai Beach,Thailand,Ton beach,Beach,Dhaka,3100,Flight,350,3,Budget Hotel,70,5,Rod Fail Market,25,2,Street Food,20,TRUE,50,40,November-February,1.3,THB,0.03
Nui Beach,Thailand,Nui beach,Beach,Dhaka,3100,Flight,350,3,Budget Hotel,70,5,Benjakitti Park,25,2,Street Food,20,TRUE,50,40,November-February,1.3,THB,0.03
Sanctuary of Truth,Thailand,Sanctuary truth,Beach,Dhaka,3100,Flight,350,3,Budget Hotel,70,5,"Doi Suthep,Night Bazaar",25,2,Street Food,20,TRUE,50,40,November-February,1.3,THB,0.03
Jomtien Beach,Thailand,Jomtien beach,Beach,Dhaka,3100,Flight,350,3,Budget Hotel,70,5,Wat phra,25,2,Street Food,20,TRUE,50,40,November-February,1.3,THB,0.03
Sairee Beach,Thailand,Sairee beach,Beach,Dhaka,3100,Flight,350,3,Budget Hotel,70,5,t chedi,25,2,Street Food,20,TRUE,50,40,November-February,1.3,THB,0.03
Jansom Bay,Thailand,Jansom bay,Beach,Dhaka,3100,Flight,350,3,Budget Hotel,70,5,chiang mai zoo,25,2,Street Food,20,TRUE,50,40,November-February,1.3,THB,0.03
Sai Nuan Beach,Thailand,Sai beach,Beach,Dhaka,3100,Flight,350,3,Budget Hotel,70,5,Bo Sang,25,2,Street Food,20,TRUE,50,40,November-February,1.3,THB,0.03
Trang,Thailand,Trang trang,Beach,Dhaka,3100,Flight,350,3,Budget Hotel,70,5,Doi Inthanon,25,2,Street Food,20,TRUE,50,40,November-February,1.3,THB,0.03
Khon Kaen,Thailand,Khon kaen,Beach,Dhaka,3100,Flight,350,3,Budget Hotel,70,5,Huay Tung Tao,25,2,Street Food,20,TRUE,50,40,November-February,1.3,THB,0.03
Seminyak,Bali,Seminyak,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,50,7,Seminyak Beach,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Kuta,Bali,Kuta,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,50,7,Kuta Beach,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Canggu,Bali,Canggu,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,50,7,Nusa Dua,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Sanur,Bali,Sanur,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,50,7,Jimbaran Bay,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Ubud,Bali,Ubud,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,50,7,ubus Beach,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
North Bali,Bali,North Bali,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,50,7,North Bali Beach,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Uluwatu,Bali,Uluwatu,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,50,7,Tanjung,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Penida Island,Bali,Penida Island,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,50,7,Benoa,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Nusa Penida,Bali,Nusa Penida,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,50,7,Nusa Penita Beach,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Lombok,Bali,Lombok,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,50,7,Lombok Island,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Atuh Beach,Bali,Atuh Beach,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,50,7,Atuh Beach,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Kelingking Beach,Bali,Kelingking Beach,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,50,7,Blue water,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Diamon Beach,Bali,Diamon Beach,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,50,7,Diamond Beach,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Canggu,Bali,Canggu,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,50,7,Clean water site,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Labuan Bajo,Bali,Labuan Bajo,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,50,7,Beach,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Broken Beach,Bali,Broken Beach,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,50,7,Waves,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Angel's Billabong,Bali,Angel's Billabong,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,50,7,Bilasi Beach,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Crystal Bay Nusa Penida,Bali,Crystal Bay Nusa Penida,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,50,7,Clean Beach,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Paluang Cliff,Bali,Paluang Cliff,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,50,7,Paluang Temple,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Pulau Klingking,Bali,Pulau Klingking,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,50,7,Kling Beach,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Thousand Islands,Bali,Thousand Islands,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Thousand Beach,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Pantai prlilit,Bali,Pantai prlilit,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Sfari,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Suwehan Beach,Bali,Suwehan Beach,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Finns Beach Club,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Sanur,Bali,Sanur,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Rock Bar Sanur,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Denpasar,Bali,Denpasar,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Ulu CliffHouse,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Gianyar,Bali,Gianyar,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Sundays Beach Club,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Jimbaran,Bali,Jimbaran,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Savaya Jimbaran,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Kuta,Bali,Kuta,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Atlas Beach Club,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Tuban,Bali,Tuban,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Caf� Del Mar,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Badung Regency,Bali,Badung Regency,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,The Edge Bali,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Legian,Bali,Legian,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Fish Market,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Amed,Bali,Amed,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Ubud Monkey Forest,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Bedugul,Bali,Bedugul,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Teggallalang,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Bangali Regency,Bali,Bangali Regency,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Ridge Waalk,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Serangan,Bali,Serangan,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Ubud ART market,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Kintamani,Bali,Kintamani,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Goa GoJAH,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Gili Air,Bali,Gili Air,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Blangsinga Waterfall,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Gili meno,Bali,Gili meno,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Bali Swing,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Lovina,Bali,Lovina,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Alas Harum Bali,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Tabanan,Bali,Tabanan,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Sacred Rice Terraces,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Amed,Bali,Amed,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Pura Kehen,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Candidasa,Bali,Candidasa,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Pura Tirta Empul,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Gili Trawangan,Bali,Gili Trawangan,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Agun Rai,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Benoa,Bali,Benoa,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,ARMA,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Kerobokan,Bali,Kerobokan,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,John Hardy Ubud workshop,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Sanur,Bali,Sanur,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Sanur Bweach,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Gianyar,Bali,Gianyar,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Gianyaur Sea Side,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Abiansemal,Bali,Abiansemal,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Bamboo Forest ,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Blahbatuh,Bali,Blahbatuh,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Penglipuran Beach,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Tanjung Benoa,Bali,Tanjung Benoa,Beach,Dhaka,4600,Flight,400,6,Budget Hotel,60,7,Celuk Village,15,1,Street Food,15,TRUE,20,35,April-October,1.5,IDR,0.0000597
Belgium,UK,Belgium,City,Dhaka,7700,Flight,1200,12,Budget Hotel,30,8,Whipsnade Zoo,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
Bulgaria,UK,Bulgaria,Historical,Dhaka,6500,Flight,1200,12,Budget Hotel,30,8,Woburn Abbey,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
Denmark,UK,Denmark,City,Dhaka,7000,Flight,1200,12,Budget Hotel,30,8,Windsor Castle ,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
Estonia,UK,Estonia,Historical,Dhaka,6000,Flight,1200,12,Budget Hotel,30,8,Legoland,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
Hungary,UK,Hungary,City,Dhaka,7000,Flight,1200,12,Budget Hotel,30,8,SS Hungary,15,4,Street Food,15,TRUE,50,50,April-October,1.5,EUR,1.08
